-775.126221,640.881226,0.000000
-899.493835,1172.866089,0.000000
-690.759949,735.126953,0.000000
-764.714600,843.293579,0.000000
-820.977295,720.687744,0.000000
-839.169312,1023.854065,0.000000
-850.280334,637.887573,0.000000
-886.374329,754.545898,0.000000
-833.319153,763.282227,0.000000
-524.982178,894.165161,0.000000
-615.997864,1063.552856,0.000000
-775.230225,590.616455,0.000000
-1143.133301,607.775513,0.000000
-795.818542,668.783813,0.000000
-733.286804,828.784424,0.000000
-1052.922729,800.059692,0.000000
-798.321228,792.200806,0.000000
-983.262207,761.785645,0.000000
-1063.079224,670.433289,0.000000
-891.200134,819.507874,0.000000
-790.536926,757.576416,0.000000
-1051.094604,995.032532,0.000000
-1005.489868,488.639343,0.000000
-952.164307,755.755615,0.000000
-915.347229,779.405762,0.000000
-978.915283,549.785034,0.000000
-580.120605,852.421875,0.000000
-799.617615,840.519287,0.000000
-992.667358,731.282715,0.000000
-837.301147,925.785522,0.000000
-736.632507,722.020996,0.000000
-913.762268,803.464722,0.000000
-1095.468018,1042.893921,0.000000
-727.593933,938.198364,0.000000
-1175.918945,889.226929,0.000000
-856.966980,692.887329,0.000000
-632.534729,685.403442,0.000000
-811.432556,748.451172,0.000000
-927.845764,855.082642,0.000000
-729.893250,574.627991,0.000000
-962.147705,781.246094,0.000000
-823.060913,1060.157837,0.000000
-975.854736,836.113037,0.000000
-918.618225,752.467773,0.000000
-816.429443,892.888306,0.000000
-933.077698,714.151794,0.000000
-859.771667,878.976929,0.000000
-833.246399,526.376892,0.000000
-923.732483,899.572388,0.000000
-695.430908,503.271484,0.000000
-663.299316,832.741455,0.000000
-832.176086,983.125061,0.000000
-939.900940,595.684875,0.000000
-501.104584,704.684814,0.000000
-964.129150,700.905396,0.000000
-1124.746094,864.775513,0.000000
-2857.513184,3713.381104,0.000000
166.300339,-4150.343750,0.000000
-2569.899902,1279.005493,0.000000
-1504.883423,224.665970,0.000000
-1425.505371,1098.385864,0.000000
-838.127258,-1424.545410,0.000000
1152.737183,3856.274658,0.000000
637.001404,586.738647,0.000000
-811.997986,2718.696533,0.000000
-5724.604980,949.167847,0.000000
-4063.315918,-2840.202637,0.000000
-3619.705811,5017.062500,0.000000
3947.626953,2646.294434,0.000000
-1289.042847,3477.269531,0.000000
-2220.066162,229.751236,0.000000
1754.627319,1048.846802,0.000000
89.315079,1122.554932,0.000000
540.644531,-41.453991,0.000000
1035.957397,1862.703491,0.000000
-207.021790,461.958252,0.000000
-1250.115479,1954.861816,0.000000
4024.461670,-1276.865601,0.000000
850.493347,5591.557617,0.000000
282.679230,2508.801758,0.000000
